doc_ID,date,sentence_id,context,detect_evidence_response,type_of_evidence_response,source_of_evidence_response,evidence_frame_response,associated_emotion_response,detect_source_response,journalist_question_response,country_source_response
202004211q,2020-04-21,60,"Donc, on est en train de regarder, là, on a encore une rencontre ce soir, comment on va réouvrir graduellement l'économie, les écoles, les services de garde. Mais le mot important, là, c'est le mot «graduel». Donc, on veut être bien sûrs de continuer à avoir une stabilité pendant un certain nombre de jours, même de semaines, puis on veut y aller graduellement. Et je veux vous dire un mot sur les écoles et les garderies puis je vous parle seulement du côté santé. Donc, je ne parle pas du côté économie, juste du côté santé.",non,,,,,non,non,
202004211q,2020-04-21,61,"Mais le mot important, là, c'est le mot «graduel». Donc, on veut être bien sûrs de continuer à avoir une stabilité pendant un certain nombre de jours, même de semaines, puis on veut y aller graduellement. Et je veux vous dire un mot sur les écoles et les garderies puis je vous parle seulement du côté santé. Donc, je ne parle pas du côté économie, juste du côté santé. Ça ne serait pas une bonne idée d'attendre le 1er septembre pour retourner 1 million d'enfants dans les écoles en même temps, avec les risques qu'il y ait une contagion chez les parents puis que, là, il y ait beaucoup de gens en même temps qui créent une deuxième vague de COVID-19.",non,,,,,non,non,
202004211q,2020-04-21,62,"Donc, on veut être bien sûrs de continuer à avoir une stabilité pendant un certain nombre de jours, même de semaines, puis on veut y aller graduellement. Et je veux vous dire un mot sur les écoles et les garderies puis je vous parle seulement du côté santé. Donc, je ne parle pas du côté économie, juste du côté santé. Ça ne serait pas une bonne idée d'attendre le 1er septembre pour retourner 1 million d'enfants dans les écoles en même temps, avec les risques qu'il y ait une contagion chez les parents puis que, là, il y ait beaucoup de gens en même temps qui créent une deuxième vague de COVID-19. Donc, juste vous dire, ce qu'on regarde actuellement, c'est une réouverture graduelle.",non,,,,,non,non,
202004211q,2020-04-21,63,"Et je veux vous dire un mot sur les écoles et les garderies puis je vous parle seulement du côté santé. Donc, je ne parle pas du côté économie, juste du côté santé. Ça ne serait pas une bonne idée d'attendre le 1er septembre pour retourner 1 million d'enfants dans les écoles en même temps, avec les risques qu'il y ait une contagion chez les parents puis que, là, il y ait beaucoup de gens en même temps qui créent une deuxième vague de COVID-19. Donc, juste vous dire, ce qu'on regarde actuellement, c'est une réouverture graduelle. Donc, les prochaines semaines, les prochains mois, de réouvrir graduellement l'économie, les garderies, les écoles, mais de le faire graduellement.",non,,,,,non,non,
202004211q,2020-04-21,64,"Donc, je ne parle pas du côté économie, juste du côté santé. Ça ne serait pas une bonne idée d'attendre le 1er septembre pour retourner 1 million d'enfants dans les écoles en même temps, avec les risques qu'il y ait une contagion chez les parents puis que, là, il y ait beaucoup de gens en même temps qui créent une deuxième vague de COVID-19. Donc, juste vous dire, ce qu'on regarde actuellement, c'est une réouverture graduelle. Donc, les prochaines semaines, les prochains mois, de réouvrir graduellement l'économie, les garderies, les écoles, mais de le faire graduellement. Je suis en train de consulter mon caucus de députés, donc nos 76 députés, puis j'ai parlé hier aux trois chefs de l'opposition, ils vont, eux et elles aussi, consulter leurs députés au cours des prochains jours.",non,,,,,non,non,
202004211q,2020-04-21,65,"Ça ne serait pas une bonne idée d'attendre le 1er septembre pour retourner 1 million d'enfants dans les écoles en même temps, avec les risques qu'il y ait une contagion chez les parents puis que, là, il y ait beaucoup de gens en même temps qui créent une deuxième vague de COVID-19. Donc, juste vous dire, ce qu'on regarde actuellement, c'est une réouverture graduelle. Donc, les prochaines semaines, les prochains mois, de réouvrir graduellement l'économie, les garderies, les écoles, mais de le faire graduellement. Je suis en train de consulter mon caucus de députés, donc nos 76 députés, puis j'ai parlé hier aux trois chefs de l'opposition, ils vont, eux et elles aussi, consulter leurs députés au cours des prochains jours. Donc, l'idée, là, ce n'est pas de rien précipiter, c'est d'y aller graduellement, puis le critère qui est utilisé, c'est la santé.",non,,,,,non,non,
202004211q,2020-04-21,66,"Donc, juste vous dire, ce qu'on regarde actuellement, c'est une réouverture graduelle. Donc, les prochaines semaines, les prochains mois, de réouvrir graduellement l'économie, les garderies, les écoles, mais de le faire graduellement. Je suis en train de consulter mon caucus de députés, donc nos 76 députés, puis j'ai parlé hier aux trois chefs de l'opposition, ils vont, eux et elles aussi, consulter leurs députés au cours des prochains jours. Donc, l'idée, là, ce n'est pas de rien précipiter, c'est d'y aller graduellement, puis le critère qui est utilisé, c'est la santé. Moi, là, je veux qu'on protège nos enfants, je veux qu'on protège nos éducatrices, nos enseignants.",non,,,,,non,non,
202004211q,2020-04-21,67,"Donc, les prochaines semaines, les prochains mois, de réouvrir graduellement l'économie, les garderies, les écoles, mais de le faire graduellement. Je suis en train de consulter mon caucus de députés, donc nos 76 députés, puis j'ai parlé hier aux trois chefs de l'opposition, ils vont, eux et elles aussi, consulter leurs députés au cours des prochains jours. Donc, l'idée, là, ce n'est pas de rien précipiter, c'est d'y aller graduellement, puis le critère qui est utilisé, c'est la santé. Moi, là, je veux qu'on protège nos enfants, je veux qu'on protège nos éducatrices, nos enseignants. Je veux que tout le monde soit en sécurité.",non,,,,,non,non,
202004211q,2020-04-21,68,"Je suis en train de consulter mon caucus de députés, donc nos 76 députés, puis j'ai parlé hier aux trois chefs de l'opposition, ils vont, eux et elles aussi, consulter leurs députés au cours des prochains jours. Donc, l'idée, là, ce n'est pas de rien précipiter, c'est d'y aller graduellement, puis le critère qui est utilisé, c'est la santé. Moi, là, je veux qu'on protège nos enfants, je veux qu'on protège nos éducatrices, nos enseignants. Je veux que tout le monde soit en sécurité. Puis ce n'est pas une bonne idée, je le répète, de tout retourner ce monde-là en même temps sur le terrain dans les garderies, dans les écoles.",non,,,,,non,non,
202004211q,2020-04-21,69,"Donc, l'idée, là, ce n'est pas de rien précipiter, c'est d'y aller graduellement, puis le critère qui est utilisé, c'est la santé. Moi, là, je veux qu'on protège nos enfants, je veux qu'on protège nos éducatrices, nos enseignants. Je veux que tout le monde soit en sécurité. Puis ce n'est pas une bonne idée, je le répète, de tout retourner ce monde-là en même temps sur le terrain dans les garderies, dans les écoles. Il faut y aller graduellement.",non,,,,,non,non,
202004211q,2020-04-21,70,"Moi, là, je veux qu'on protège nos enfants, je veux qu'on protège nos éducatrices, nos enseignants. Je veux que tout le monde soit en sécurité. Puis ce n'est pas une bonne idée, je le répète, de tout retourner ce monde-là en même temps sur le terrain dans les garderies, dans les écoles. Il faut y aller graduellement. Parlant de réouvertures, autre bonne nouvelle, l'UPA, donc l'Union des producteurs agricoles, nous dit qu'ils sont débordés d'appels de jeunes et de moins jeunes qui veulent aller travailler sur les fermes cet été.",non,,,,,non,non,
202004211q,2020-04-21,71,"Je veux que tout le monde soit en sécurité. Puis ce n'est pas une bonne idée, je le répète, de tout retourner ce monde-là en même temps sur le terrain dans les garderies, dans les écoles. Il faut y aller graduellement. Parlant de réouvertures, autre bonne nouvelle, l'UPA, donc l'Union des producteurs agricoles, nous dit qu'ils sont débordés d'appels de jeunes et de moins jeunes qui veulent aller travailler sur les fermes cet été. Donc, très, très content d'entendre ça.",non,,,,,non,non,
202004211q,2020-04-21,72,"Puis ce n'est pas une bonne idée, je le répète, de tout retourner ce monde-là en même temps sur le terrain dans les garderies, dans les écoles. Il faut y aller graduellement. Parlant de réouvertures, autre bonne nouvelle, l'UPA, donc l'Union des producteurs agricoles, nous dit qu'ils sont débordés d'appels de jeunes et de moins jeunes qui veulent aller travailler sur les fermes cet été. Donc, très, très content d'entendre ça. Je le sais, que ce n'est pas facile.",non,,,,,non,non,
202004211q,2020-04-21,73,"Il faut y aller graduellement. Parlant de réouvertures, autre bonne nouvelle, l'UPA, donc l'Union des producteurs agricoles, nous dit qu'ils sont débordés d'appels de jeunes et de moins jeunes qui veulent aller travailler sur les fermes cet été. Donc, très, très content d'entendre ça. Je le sais, que ce n'est pas facile. J'ai fait ça, quand j'étais jeune, au collège Macdonald, à Sainte-Anne-de-Bellevue.",non,,,,,non,non,
202004211q,2020-04-21,74,"Parlant de réouvertures, autre bonne nouvelle, l'UPA, donc l'Union des producteurs agricoles, nous dit qu'ils sont débordés d'appels de jeunes et de moins jeunes qui veulent aller travailler sur les fermes cet été. Donc, très, très content d'entendre ça. Je le sais, que ce n'est pas facile. J'ai fait ça, quand j'étais jeune, au collège Macdonald, à Sainte-Anne-de-Bellevue. Aller ramasser des fraises, là, les premiers jours, c'est dur pour le dos.",non,,,,,non,non,
202004211q,2020-04-21,75,"Donc, très, très content d'entendre ça. Je le sais, que ce n'est pas facile. J'ai fait ça, quand j'étais jeune, au collège Macdonald, à Sainte-Anne-de-Bellevue. Aller ramasser des fraises, là, les premiers jours, c'est dur pour le dos. Très, très dur pour le dos d'être penché toute la journée, mais c'est une belle expérience en plein air.",non,,,,,non,non,
202004211q,2020-04-21,76,"Je le sais, que ce n'est pas facile. J'ai fait ça, quand j'étais jeune, au collège Macdonald, à Sainte-Anne-de-Bellevue. Aller ramasser des fraises, là, les premiers jours, c'est dur pour le dos. Très, très dur pour le dos d'être penché toute la journée, mais c'est une belle expérience en plein air. Je vois qu'il y a des journalistes qui sont intéressés, là.",non,,,,,non,non,
202004211q,2020-04-21,77,"J'ai fait ça, quand j'étais jeune, au collège Macdonald, à Sainte-Anne-de-Bellevue. Aller ramasser des fraises, là, les premiers jours, c'est dur pour le dos. Très, très dur pour le dos d'être penché toute la journée, mais c'est une belle expérience en plein air. Je vois qu'il y a des journalistes qui sont intéressés, là. C'est ouvert pour vous aussi, là.",non,,,,,non,non,
202004211q,2020-04-21,78,"Aller ramasser des fraises, là, les premiers jours, c'est dur pour le dos. Très, très dur pour le dos d'être penché toute la journée, mais c'est une belle expérience en plein air. Je vois qu'il y a des journalistes qui sont intéressés, là. C'est ouvert pour vous aussi, là. Donc, je pense, c'est important.",non,,,,,non,non,
202004211q,2020-04-21,79,"Très, très dur pour le dos d'être penché toute la journée, mais c'est une belle expérience en plein air. Je vois qu'il y a des journalistes qui sont intéressés, là. C'est ouvert pour vous aussi, là. Donc, je pense, c'est important. On l'a dit depuis quelques semaines, on veut un Québec qui est plus autonome pour sa nourriture.",non,,,,,non,non,
